M2_POINT_ID,MEASURE_DATETIME,POINT_NAME,POINT_ADDRESS,POINT_DESC,WATER_PRESSURE,DEVICE_TEMPERATURE,REG_TIME,LATITUDE,LONGITUDE
"1,864",7/2/2024 13:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,46.45,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 13:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,32.54,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 13:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.14,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 13:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,39.23,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 13:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,39.38,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 13:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,37.5,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 13:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,40.62,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 13:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,48.77,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 13:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,34.7,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 13:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,43.07,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 13:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,39.56,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 13:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,32.26,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 13:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,35.5,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 13:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,49.99,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 13:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,39.82,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 13:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,44.41,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 13:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,39.44,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 13:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,38.82,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 13:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,37.42,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 13:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,30.49,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 13:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,43.83,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 13:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,48.77,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 13:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,45,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 13:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,39.74,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 13:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,43.64,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 14:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,31.59,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 14:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,43.73,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 14:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,36.53,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 14:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,33.14,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 14:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,38.95,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 14:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,47.56,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 14:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,43.28,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 14:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,35.13,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 14:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,34.44,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 14:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,43.1,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 14:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,37.5,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 14:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,43.56,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 14:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,33.62,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 14:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,42.32,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 14:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,31.23,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 14:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,43.17,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 14:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,30.49,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 14:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,49.02,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 14:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,48.55,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 14:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,30.75,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 14:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,48.25,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 14:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,39.49,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 14:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.03,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 14:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,32.09,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 14:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,30.98,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 14:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,33.49,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 14:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,42.83,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 14:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,41.19,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 14:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,45.95,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 14:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,35.93,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 15:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,37.34,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 15:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,30.52,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 15:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,38.64,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 15:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,42.59,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 15:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,43.58,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 15:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,49.5,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 15:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,31.17,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 15:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,37.47,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 15:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,40.13,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 15:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,47.52,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 15:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,46.01,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 15:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,35.51,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 15:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.37,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 15:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,35.89,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 15:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,45.44,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 15:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,41.03,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 15:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,48.83,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 15:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,38.08,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 15:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,44.29,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 15:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,45.12,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 15:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,30.34,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 15:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,42.38,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 15:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.38,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 15:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,35.56,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 15:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,47.14,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 15:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,40.04,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 15:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,42.84,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 15:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,37.18,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 15:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,40.86,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 15:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,30.02,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 16:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,42.29,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 16:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,41.97,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 16:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,40.84,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 16:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,44.15,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 16:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,41.92,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 16:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,30.22,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 16:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,43.9,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 16:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,43.61,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 16:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,39.38,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 16:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,32.96,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 16:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,46.45,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 16:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,48.84,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 16:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,49.13,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 16:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,32.46,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 16:20:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,34.01,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 16:30:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,35.46,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 16:30:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,30.96,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 16:30:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,38.16,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 16:30:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,33.12,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 16:30:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,33.06,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 16:40:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,34.1,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 16:40:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,44.74,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 16:40:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,40.87,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 16:40:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,35.66,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 16:40:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,44.25,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 16:50:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,39.76,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 16:50:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,45.44,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 16:50:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,33.16,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 16:50:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,35.31,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 16:50:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,42.13,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 17:00:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,47.65,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 17:00:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,36.7,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 17:00:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,41.48,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 17:00:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,44.08,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 17:00:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,31.8,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 17:10:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,36.3,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 17:10:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,35.38,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 17:10:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.4,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 17:10:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,38.72,14,5/10/2024 4:59,39.88905796,32.79525397
"1,868",7/2/2024 17:10:00,Ankara DMA 1-5,"Çiğdem, 1589. Sokak 16, 06530Ankara, Ankara,
Ankara Türkiye",description_5,36.7,9,5/10/2024 4:59,39.88536496,32.79749503
"1,864",7/2/2024 17:20:00,Ankara DMA 1-1,"Çiğdem, 1575. Cadde 43A, 06530Ankara, Ankara,
Ankara Türkiye",description_1,40.06,20,5/10/2024 4:59,39.88765702,32.79979395
"1,865",7/2/2024 17:20:00,Ankara DMA 1-2,"Çiğdem, 1071 Malazgirt Bulvarı, 06530Ankara, Ankara,
Ankara Türkiye",description_2,34.97,9,5/10/2024 4:59,39.888736,32.799528
"1,866",7/2/2024 17:20:00,Ankara DMA 1-3,"Çiğdem, 1591. Sokak 11, 06530Ankara, Ankara,
Ankara Türkiye",description_3,46.57,14,5/10/2024 4:59,39.88429001,32.79584398
"1,867",7/2/2024 17:20:00,Ankara DMA 1-4,"Çiğdem, 1550/1. Cadde 2C, 06530Ankara, Ankara,
Ankara Türkiye",description_4,44.13,14,5/10/2024 4:59,39.88905796,32.79525397
